,source_url,test_name,grade,Logical Fallacy Types,sentence
44,https://quizizz.com/admin/quiz/5c65c0dbb29ce6001b4e406e/logical-fallacies,Logical Fallacies,12th - University,Loaded question,"Q. ""Good morning! Have you gotten over the grouchy mood you were in?"""
45,https://quizizz.com/admin/quiz/5c65c0dbb29ce6001b4e406e/logical-fallacies,Logical Fallacies,12th - University,False analogy,"Q. ""The mind is like a knife, cutting through difficult problems. But just as too much cutting dulls a knife, so too much education dulls the mind."""
46,https://quizizz.com/admin/quiz/5c65c0dbb29ce6001b4e406e/logical-fallacies,Logical Fallacies,12th - University,Hasty generalization,"Q. ""The two courses I took at UF were not very interesting. I don't think its a good university."""
47,https://quizizz.com/admin/quiz/5c65c0dbb29ce6001b4e406e/logical-fallacies,Logical Fallacies,12th - University,hasty generalization,Q. A driver with a New York license plate cuts you off in traffic. You decide that all New York drivers are terrible drivers.
48,https://quizizz.com/admin/quiz/5c65c0dbb29ce6001b4e406e/logical-fallacies,Logical Fallacies,12th - University,An argument that contains mistake in reasoning,Q. What is a logical fallacy?
49,https://quizizz.com/admin/quiz/5c65c0dbb29ce6001b4e406e/logical-fallacies,Logical Fallacies,12th - University,It says A is true and B is true so A+B must be true.,"Q. Why is this a logical fallacy? ""All elephants are big. Some boys are big. Therefore some boys are elephants."""
50,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,circular reasoning,Q. An argument that assumes the truth of what it is trying to prove.
51,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,bandwagon fallacy,Q. An argument that appeals to popular opinion as the basis for its truth.
52,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,non sequitur,Q. An interruption between the initial idea and the conclusion.
53,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,ad hominem,Q. An argument based on a personal attack on someone's character.
54,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,guilt by association,Q. When a source is viewed negatively because of its connection with another person or group.
55,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,straw man argument,Q. Substituting a person's actual position with a misrepresented (and usually weaker) version of their argument.
56,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,false causation,Q. The conclusions that one thing caused another simply because one happened before the other.
57,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,false dichotomy,Q. An argument that wrongly assumes there are only two possible positions.
58,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,hasty generalization,Q. Drawing a conclusion based on a small sample size; a broad claim based on limited evidence.
59,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,red herring,Q. An argument that misleads or distracts from a relevant or important issue.
60,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,appeal to nature,Q. The belief or suggestion that something natural is always better than unnatural.
61,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,guilt by association,"Q. ""I had a bad teacher once; therefore, all teachers must be bad."""
62,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,circular reasoning,"Q. ""The Cardinals are the best football team because they're better than all the other teams."""
63,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,non sequitur,"Q. Jack is a good athlete. Jack comes from Canada. Therefore, all Canadians are good athletes."""
64,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,hasty generalization,"Q. ""Four out of five dentists recommend Happy Glossy toothpaste. Therefore, it must be great."""
65,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,false causation,"Q. ""Every time I go to sleep the sun goes down. Therefore, my sleeping causes the sun to set."""
66,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,false dichotomy,"Q. ""To get better schools, we have to raise taxes. If we don't, we can't have better schools."""
67,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,bandwagon fallacy,"Q. ""Because everybody thinks this way, it must be right."""
68,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,red herring,"Q. ""Yes, we have safety issues in our factory. But we work really hard to make a good product."""
69,https://quizizz.com/admin/quiz/5c99a4cdf605e9001a782ee5/logical-fallacies,Logical Fallacies,8th - University,ad hominem,"Q. ""The Senator must be wrong on the issue of taxes because he's such a jerk to the people who work for him."""
70,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,IRRELEVANT CONCLUSION,Q. 1. Occurs when an argument which is supposed to prove something concludes something else instead
71,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,INCONSISTENCY,Q. 2. Occurs when an arguments contradict one another
72,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,AFFIRMING CONSEQUENT,Q. 3. Any argument of the form: If A is true then B is true; If A is not true then B is not true.
73,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,DENYING ANTECEDENT,Q. 4. Any argument of the form: If A is true then B is true; if A is not true then B is not true
74,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,APPEAL TO FORCE,Q. 5. Occurs when the element of pity is used instead of logical reasoning is used to argue
75,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,BANDWAGON,Q. 6. Occurs when an argument is considered to be valid because it is what the majority thinks
76,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,ATTACKING THE PERSON,Q. 7. Occurs when someone tries to refute an argument by attacking the character of a person instead of attacking the ideas of the argument
77,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,COMPLEX QUESTION,"Q. 8. Occurs when two or more points are rolled into one and the reader is expected to accept or reject both at the same time, when one point may be satisfactory while the other is not"
78,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,WRONG DIRECTION,Q. 9. Occurs when the direction between cause and effect is reversed
79,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,HASTY GENERALIZATION,Q. 10. Occurs when a sample is not significant enough to support a generalization about population
80,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,SLIPPERY SLOPE,Q. 11. Occurs when a series of increasingly superficial and unacceptable consequences is drawn
81,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,STRAW MAN,Q. 12. Occurs when the position of the opposition is twisted so that it is easier to refute
82,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,ANONYMOUS AUTHORITY,Q. 13. Occurs when the argument quotes an expert who's not qualified in the particular subject matter
83,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,ANONYMOUS AUTHORITY,Q. 14. The authority in question is mentioned or named
84,https://quizizz.com/admin/quiz/60b598ddb606f4001ddf0d85/logical-fallacies,Logical Fallacies,12th grade,APPEAL TO IGNORANCE,"Q. 15. Occurs when something is instantly concluded to be true just because it is proven to be false, and vice versa"
85,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Ad Hominem,Q. A personal attack meant to discredit one’s opponent
86,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Appeal to Nature,Q. Assumes the NATURAL choice is always the best choice
87,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Bandwagon,Q. Assumes the POPULAR choice is always the best choice
88,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Circular Reasoning,Q. Supports a claim with the claim itself
89,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Red Herring,Q. The use of a completely unrelated topic in support of a claim
90,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Guilt by Association,Q. Unfair negative association with another person or group that is intended to discredit
91,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,False Causation,"Q. Assumption that because two things happened together, one caused the other"
92,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,False Dichotomy,Q. Presents only two choices when more options exist
93,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Hasty Generalization,Q. A very broad claim based on very little evidence
94,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Straw Man,Q. A misrepresentation of an opponent’s position that makes it easier to argue against
95,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Ad Hominem,"Q. You never even finished law school, so why should I trust you to watch my children?"
96,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Appeal to Nature,"Q. Animals tread softly upon the earth without shoes, so all other living beings should follow suit."
97,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Bandwagon,"Q. Officer, I was only driving as fast as everyone around me. I'm sure I wasn't speeding."
98,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Circular Reasoning,"Q. Quinoa is a delicious, plant-based source of protein because it tastes so darn good."
99,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Red Herring,"Q. Sure, we haven't given raises to our employees in more than ten years. However, we do pride ourselves on providing customer service in over seven different languages."
100,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Guilt by Association,"Q. Victor, the company you work for just filed for bankruptcy! How can I trust you with our money?"
101,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,False Causation,"Q. Since Anna Camacho became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Camacho bears sole responsibility for the downtrend."
102,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,False Dichotomy,"Q. The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit"
103,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Hasty Generalization,Q. No one in your family surfs? But I thought you said you lived in California before this.
104,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Straw Man,Q. Mayor Blake wants to create more bicycle lanes in Lowell. Why is he forcing us to give up our cars and bike everywhere?
105,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,either/or,Q. Select the fallacy being used.
106,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,false analogy,Q. Select the fallacy being used.
107,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,bandwagon,Q. Select the fallacy being used.
108,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,bandwagon,Q. Select the fallacy being used.
109,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,false analogy,Q. Select the fallacy being used.
110,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,hasty generalization,Q. Select the fallacy being used.
111,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,either/or,Q. Select the fallacy being used.
112,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,false analogy,Q. Select the fallacy being used.
113,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,bandwagon,Q. Select the fallacy being used.
114,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,either/or,Q. Select the fallacy being used.
115,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,bandwagon,Q. Select the fallacy being used.
116,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,hasty generalization,Q. Select the fallacy being used.
117,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,false analogy,Q. Select the fallacy being used.
118,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,either/or,Q. Select the fallacy being used.
119,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,hasty generalization,Q. Select the fallacy being used.
120,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,false analogy,Q. Select the fallacy being used.
121,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,either/or,Q. Select the fallacy being used.
122,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,false analogy,Q. Select the fallacy being used.
123,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,bandwagon,Q. Select the fallacy being used.
124,https://quizizz.com/admin/quiz/5ba409d6149523001abb62a4/logical-fallacies,Logical Fallacies,11th grade,hasty generalization,Q. Select the fallacy being used.
125,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,stereotype,Q. All women are bad drivers.
126,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,slippery slope,"Q. We need to stop allowing colleges to increase tuition every year. The next thing we know, it's going to cost more to attend college for one semester than it is to buy a new home!"
127,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,false cause,Q. Money makes people arrogant.
128,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,hasty generalization,Q. You visit a new country and the first person you meet in the airport is rude. You send a message to a friend back home that everyone in this new country is rude.
129,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,loaded language,"Q. Regime vs. government
Pro-death vs. pro-choice"
130,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,slippery slope,"Q. If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost."
131,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,hasty generalization,Q. Kevin's grandparents do not know how to use a computer. Kevin thinks that all older people must be computer illiterate.
132,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,red herring,"Q. When your mom gets your phone bill and you have gone over the limit, you begin talking to her about how hard your math class is and how well you did on a test today."
133,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,stereotype,Q. Saying that men don't ever ask for directions
134,https://quizizz.com/admin/quiz/5a785356c0a53f001fa6b5a1/logical-fallacies,Logical Fallacies,9th - 11th grade,bad analogy,"Q. ""That's why, under my plan, individuals will be required to carry basic health insurance -- just as most states require you to carry auto insurance. Likewise, businesses will be required to either offer their workers health care, or chip in to help cover the cost of their workers."" President Obama on Universal Health Coverage (some feel that health insurance and car insurance are different on many fundamental aspects, and this is a bad comparison)"
135,https://quizizz.com/admin/quiz/5f50002ffb10b3001bac74ae/logical-fallacies,Logical Fallacies,7th - 8th grade,Appeal to Fear,"Q. Children should not go trick or treating, as there always
exists the possibility that someone could poison the treats."
136,https://quizizz.com/admin/quiz/5f50002ffb10b3001bac74ae/logical-fallacies,Logical Fallacies,7th - 8th grade,Slippery Slope,"Q. If you allow one student to take an online course, soon
everyone will want to, and the schools will be empty."
137,https://quizizz.com/admin/quiz/5f50002ffb10b3001bac74ae/logical-fallacies,Logical Fallacies,7th - 8th grade,Restricted Options,"Q. If you believe in capital punishment, you are a conservative."
138,https://quizizz.com/admin/quiz/5f50002ffb10b3001bac74ae/logical-fallacies,Logical Fallacies,7th - 8th grade,Hasty Generalization,"Q. If you eat a good diet, you will never have a heart attack."
139,https://quizizz.com/admin/quiz/5f50002ffb10b3001bac74ae/logical-fallacies,Logical Fallacies,7th - 8th grade,Misplaced cause & effect,Q. Children who play violent video games act more violently than those who don’t.
